TreeDepth,PID,Process,Offset,HandleValue,Type,GrantedAccess,Name
0,928,svchost.exe,0xac8190ebd0e0,0x1cc,Event,0x1f0003,
0,928,svchost.exe,0xd40ca8367270,0x1d0,Key,0x2001f,MACHINE\SYSTEM\CONTROLSET001\CONTROL\POWER\POWERSETTINGS
0,928,svchost.exe,0xd40ca8366b70,0x1d4,Key,0x2001f,MACHINE\SYSTEM\CONTROLSET001\CONTROL\POWER\SECURITYDESCRIPTORS
0,928,svchost.exe,0xd40ca9f51060,0x1dc,Token,0xf01ff,
0,928,svchost.exe,0xac8190ee6ce0,0x1e0,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190ebd0e0,0x1e4,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebc160,0x1e8,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebc9e0,0x1ec,Event,0x1f0003,
0,928,svchost.exe,0xac8190eec620,0x1f0,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ebcf60,0x1f4,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebc1e0,0x1f8,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebcde0,0x1fc,Event,0x1f0003,
0,928,svchost.exe,0xd40cab892e70,0x204,Key,0x20019,MACHINE\SYSTEM\CONTROLSET001\CONTROL\POWER\POWERSETTINGS\54533251-82BE-4824-96C1-47B60B740D00\36687F9E-E3A5-4DBF-B1DC-15EB381C6863
0,928,svchost.exe,0xac8190eeca80,0x208,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190eec700,0x20c,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ebc360,0x210,Event,0x1f0003,
0,928,svchost.exe,0xac8190eec7e0,0x214,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ebc760,0x218,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebc260,0x21c,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebcfe0,0x220,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebc460,0x224,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebd060,0x228,Event,0x1f0003,
0,928,svchost.exe,0xac8190eecc40,0x22c,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ee3930,0x230,File,0x120089,\Device\DeviceApi\CMNotify
0,928,svchost.exe,0xac8190eeeca0,0x234,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190eee760,0x238,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ee2670,0x23c,File,0x1,\Device\PcwDrv
0,928,svchost.exe,0xd40ca8425e30,0x240,PcwObject,0x3,
0,928,svchost.exe,0xd40ca8425880,0x244,PcwObject,0x3,
0,928,svchost.exe,0xac8190ee3de0,0x248,File,0x120089,\Device\DeviceApi\CMNotify
0,928,svchost.exe,0xac8190f0d150,0x24c,File,0x120089,\Device\DeviceApi\CMNotify
0,928,svchost.exe,0xac8190ebd660,0x250,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebdae0,0x254,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebdfe0,0x258,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebdee0,0x25c,Event,0x1f0003,
0,928,svchost.exe,0xac8190eee920,0x260,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190e2bbe0,0x264,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac81918c7c60,0x268,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ebd5e0,0x26c,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebdf60,0x270,Event,0x1f0003,
0,928,svchost.exe,0xac8190eef100,0x274,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ebd6e0,0x278,Semaphore,0x100003,
0,928,svchost.exe,0xac8190ebd1e0,0x27c,Semaphore,0x100003,
0,928,svchost.exe,0xac8190ebdbe0,0x280,Semaphore,0x100003,
0,928,svchost.exe,0xac8190ebd560,0x284,Semaphore,0x100003,
0,928,svchost.exe,0xac8190f6a700,0x288,ALPC Port,0x1f0001,
0,928,svchost.exe,0xd40ca8366570,0x28c,Key,0x20019,MACHINE\SOFTWARE\MICROSOFT\OLE
0,928,svchost.exe,0xac8190ebdce0,0x290,Event,0x1f0003,
0,928,svchost.exe,0xd40ca8367c70,0x294,Key,0x10,MACHINE\SOFTWARE\MICROSOFT\OLE
0,928,svchost.exe,0xac8190ee6c10,0x298,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190eef640,0x29c,IoCompletion,0x1f0003,
0,928,svchost.exe,0xac8190e34e30,0x2a0,TpWorkerFactory,0xf00ff,
0,928,svchost.exe,0xac8190eea2c0,0x2a4,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ee64c0,0x2a8,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190eebd50,0x2ac,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ee70f0,0x2b0,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190ebdb60,0x2b4,Event,0x1f0003,
0,928,svchost.exe,0xd40ca8367870,0x2b8,Key,0x20019,MACHINE\SOFTWARE\POLICIES
0,928,svchost.exe,0xd40ca8367d70,0x2bc,Key,0x10,MACHINE\SOFTWARE\POLICIES
0,928,svchost.exe,0xac8190ee7840,0x2c0,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190ebd9e0,0x2c4,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebd260,0x2c8,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebd360,0x2cc,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebd2e0,0x2d0,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebd3e0,0x2d4,Event,0x1f0003,
0,928,svchost.exe,0xac8190ebd460,0x2d8,Event,0x1f0003,
0,928,svchost.exe,0xac8190f7d290,0x2dc,Mutant,0x1f0001,SM0:928:304:WilStaging_02
0,928,svchost.exe,0xac818db527d0,0x2e0,Semaphore,0x1f0003,SM0:928:304:WilStaging_02_p0
0,928,svchost.exe,0xac818db531d0,0x2e4,Semaphore,0x1f0003,SM0:928:304:WilStaging_02_p0h
0,928,svchost.exe,0xac8190ebd7e0,0x2e8,Event,0x1f0003,
0,928,svchost.exe,0xac8190f6ca10,0x2ec,ALPC Port,0x1f0001,actkernel
0,928,svchost.exe,0xd40ca821acd0,0x2f0,Section,0xf0007,__ComCatalogCache__
0,928,svchost.exe,0xd40ca8367372,0x2f4,FilterConnectionPort,0x10,
0,928,svchost.exe,0xac8190ebd4e0,0x2f8,Event,0x1f0003,
0,928,svchost.exe,0xac8190ee6db0,0x2fc,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190ebe9e0,0x300,Event,0x1f0003,
0,928,svchost.exe,0xd40ca8366772,0x304,IoCompletion,0x10,
0,928,svchost.exe,0xac8190ee71c0,0x308,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac818db3e550,0x30c,Event,0x100000,TermSrvReadyEvent
0,928,svchost.exe,0xac8191f32f60,0x314,Event,0x1f0003,
0,928,svchost.exe,0xac81901c7dd0,0x318,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8191005a20,0x31c,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190f6f340,0x320,Process,0x1fffff,svchost.exe Pid 496
0,928,svchost.exe,0xd40ca84e6190,0x324,Section,0xf0007,RotHintTable
0,928,svchost.exe,0xac8190f7e190,0x328,Mutant,0x1f0001,{A3BD3259-3E4F-428a-84C8-F0463A9D3EB5}
0,928,svchost.exe,0xd40ca84e6850,0x32c,Section,0xf0007,{A64C7F33-DA35-459b-96CA-63B51FB0CDB9}
0,928,svchost.exe,0xac8190ef2200,0x330,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ef29e0,0x334,EtwRegistration,0x804,
0,928,svchost.exe,0xac8191004070,0x338,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190ef22e0,0x33c,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ef1e80,0x340,EtwRegistration,0x804,
0,928,svchost.exe,0xd40ca84ea770,0x344,Key,0x20019,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\BACKGROUNDMODEL\POLICY
0,928,svchost.exe,0xac8190ec0d60,0x348,Event,0x1f0003,
0,928,svchost.exe,0xac8190ee7ab0,0x34c,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190ec0e60,0x350,Event,0x1f0003,
0,928,svchost.exe,0xac8190ec01e0,0x354,Event,0x1f0003,
0,928,svchost.exe,0xac8190ec0ee0,0x358,Event,0x1f0003,
0,928,svchost.exe,0xac8190fb56c0,0x35c,EtwRegistration,0x804,
0,928,svchost.exe,0xac818df3bdf0,0x360,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190fb5260,0x364,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb57a0,0x368,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb40e0,0x36c,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb4a80,0x370,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb4ee0,0x374,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb5a40,0x378,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb50a0,0x37c,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb5420,0x380,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ec3860,0x384,Semaphore,0x100003,
0,928,svchost.exe,0xac8190ec32e0,0x388,Semaphore,0x100003,
0,928,svchost.exe,0xac8190ec3960,0x38c,Semaphore,0x100003,
0,928,svchost.exe,0xac8190ec3be0,0x390,Semaphore,0x100003,
0,928,svchost.exe,0xac8190168b60,0x394,Semaphore,0x100003,
0,928,svchost.exe,0xac8190ec3ae0,0x398,Semaphore,0x100003,
0,928,svchost.exe,0xac8190ec35e0,0x39c,Semaphore,0x100003,
0,928,svchost.exe,0xac8190ec3c60,0x3a0,Semaphore,0x100003,
0,928,svchost.exe,0xac8190fb5880,0x3a4,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb47e0,0x3a8,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb5960,0x3ac,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb5180,0x3b0,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb5b20,0x3b4,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb5340,0x3b8,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fbcce0,0x3bc,Event,0x1f0003,
0,928,svchost.exe,0xac8190fbca60,0x3c0,Event,0x1f0003,
0,928,svchost.exe,0xac8190fbcfe0,0x3c4,Event,0x1f0003,
0,928,svchost.exe,0xac8190fbcd60,0x3c8,Event,0x1f0003,
0,928,svchost.exe,0xac8190fbc6e0,0x3cc,Event,0x1f0003,
0,928,svchost.exe,0xac8190fbc760,0x3d0,Event,0x1f0003,
0,928,svchost.exe,0xac8190ff9180,0x3d4,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ff95e0,0x3d8,EtwRegistration,0x804,
0,928,svchost.exe,0xac8191f35de0,0x3dc,Event,0x1f0003,
0,928,svchost.exe,0xac8191fed970,0x3e0,Job,0x1f003f,
0,928,svchost.exe,0xd40ca84eaf70,0x3e4,Key,0xf003f,MACHINE\SOFTWARE\CLASSES
0,928,svchost.exe,0xac8190fb6bc0,0x3e8,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb6400,0x3ec,IoCompletion,0x1f0003,
0,928,svchost.exe,0xac8190f19e30,0x3f0,TpWorkerFactory,0xf00ff,
0,928,svchost.exe,0xac8190eea4e0,0x3f4,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ee8880,0x3f8,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190eeb6f0,0x3fc,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ee8950,0x404,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac818db58b10,0x408,Mutant,0x1f0001,
0,928,svchost.exe,0xac8190fa49f0,0x40c,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190fb6780,0x410,IoCompletion,0x1f0003,
0,928,svchost.exe,0xac8190f30e30,0x414,TpWorkerFactory,0xf00ff,
0,928,svchost.exe,0xac8190eeb800,0x418,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ee8bc0,0x41c,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190eeba20,0x420,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ee8c90,0x424,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190fb64c0,0x428,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb6840,0x42c,EtwRegistration,0x804,
0,928,svchost.exe,0xac818d49c3a0,0x430,Event,0x100001,MaximumCommitCondition
0,928,svchost.exe,0xd40ca821acd0,0x434,Section,0x4,__ComCatalogCache__
0,928,svchost.exe,0xd40ca84eb370,0x438,Key,0xf003f,MACHINE\SOFTWARE\CLASSES
0,928,svchost.exe,0xac8190fb6920,0x43c,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb6a00,0x440,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fbc260,0x444,Event,0x1f0003,
0,928,svchost.exe,0xd40ca84eb970,0x448,Key,0x10,USER\.DEFAULT\SOFTWARE\CLASSES
0,928,svchost.exe,0xac8190fbdb60,0x44c,Event,0x1f0003,
0,928,svchost.exe,0xac8190fb7480,0x450,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb6ca0,0x454,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb6ae0,0x458,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fbc3e0,0x45c,Semaphore,0x100003,
0,928,svchost.exe,0xac8190fbdd60,0x460,Semaphore,0x100003,
0,928,svchost.exe,0xac8190fbd160,0x464,Event,0x1f0003,
0,928,svchost.exe,0xac8190fcfe30,0x468,File,0x100003,\Device\KsecDD
0,928,svchost.exe,0xac8190fbd560,0x46c,Event,0x1f0003,
0,928,svchost.exe,0xac8190fbd1e0,0x470,Event,0x1f0003,
0,928,svchost.exe,0xac8190ee8e30,0x474,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190eebb30,0x478,IRTimer,0x1f0003,
0,928,svchost.exe,0xac81910ad660,0x47c,Event,0x1f0003,
0,928,svchost.exe,0xac81910ad7e0,0x480,Event,0x1f0003,
0,928,svchost.exe,0xac8190fbde60,0x484,Event,0x1f0003,
0,928,svchost.exe,0xac8190fa6090,0x488,ALPC Port,0x1f0001,LRPC-2aaa8c4dcdd2eaff54
0,928,svchost.exe,0xac8190fa6310,0x48c,ALPC Port,0x1f0001,OLE27C965A3F96B74E6EF35B5E2AB68
0,928,svchost.exe,0xac8190fbd4e0,0x490,Event,0x1f0003,
0,928,svchost.exe,0xac8190fbd9e0,0x494,Event,0x1f0003,
0,928,svchost.exe,0xac8190fa7090,0x498,ALPC Port,0x1f0001,LRPC-21d227a7764c4f016b
0,928,svchost.exe,0xac8190fa3070,0x49c,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac81919acae0,0x4a0,Event,0x1f0003,
0,928,svchost.exe,0xac8190ff0fe0,0x4a4,Event,0x1f0003,
0,928,svchost.exe,0xac81919ac5e0,0x4a8,Event,0x1f0003,
0,928,svchost.exe,0xac8190fb7100,0x4ac,EtwRegistration,0x804,
0,928,svchost.exe,0xd40ca821acd0,0x4b0,Section,0x4,__ComCatalogCache__
0,928,svchost.exe,0xac8190fb71e0,0x4b4,EtwRegistration,0x804,
0,928,svchost.exe,0xd40ca84ec970,0x4b8,Key,0xf003f,MACHINE\SOFTWARE\CLASSES
0,928,svchost.exe,0xd40ca84ec870,0x4bc,Key,0xf003f,MACHINE\SOFTWARE\CLASSES
0,928,svchost.exe,0xd40ca821acd0,0x4c0,Section,0x4,__ComCatalogCache__
0,928,svchost.exe,0xac8190f5ae30,0x4c4,TpWorkerFactory,0xf00ff,
0,928,svchost.exe,0xac8190fb6300,0x4c8,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb80c0,0x4cc,IoCompletion,0x1f0003,
0,928,svchost.exe,0xac8190fb6f40,0x4d0,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb7800,0x4d4,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb7720,0x4d8,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ee9990,0x4dc,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190ff2700,0x4e0,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ff3090,0x4e4,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ee9a60,0x4e8,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac818d4976c0,0x4ec,Partition,0x1,MemoryPartition0
0,928,svchost.exe,0xac8190fd69e0,0x4f0,Mutant,0x1f0001,
0,928,svchost.exe,0xac8190fa3530,0x4f4,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190fb7d40,0x4f8,IoCompletion,0x1f0003,
0,928,svchost.exe,0xac8190f9be30,0x4fc,TpWorkerFactory,0xf00ff,
0,928,svchost.exe,0xac8190ff3c40,0x500,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ff51c0,0x504,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190ff34d0,0x508,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ff5360,0x50c,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190fba820,0x510,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb9be0,0x514,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fb96a0,0x518,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fba2e0,0x51c,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fba900,0x520,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fe4be0,0x524,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe50e0,0x528,Event,0x1f0003,
0,928,svchost.exe,0xac819100ead0,0x52c,ALPC Port,0x1f0001,LRPC-4bff91ac33b2b2bc9f
0,928,svchost.exe,0xac8190fe42e0,0x530,Event,0x1f0003,
0,928,svchost.exe,0xac8190e04380,0x534,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac818dbcdba0,0x538,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190e04120,0x53c,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190fba680,0x540,IoCompletion,0x1f0003,
0,928,svchost.exe,0xac8190fa0e30,0x544,TpWorkerFactory,0xf00ff,
0,928,svchost.exe,0xac8190ff23d0,0x548,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ff5290,0x54c,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190ff3a20,0x550,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ff4250,0x554,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xd40ca9f51060,0x558,Token,0xf01ff,
0,928,svchost.exe,0xac81918c8b40,0x55c,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fbbd20,0x560,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fe4f60,0x564,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe4960,0x568,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe43e0,0x56c,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe4460,0x570,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe44e0,0x574,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe4760,0x578,Event,0x1f0003,
0,928,svchost.exe,0xac8190ed7be0,0x57c,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190ed5980,0x580,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190ff9880,0x584,EtwRegistration,0x804,
0,928,svchost.exe,0xd40ca85bb060,0x588,Token,0x8,
0,928,svchost.exe,0xac8190f182c0,0x58c,Process,0x101000,svchost.exe Pid 928
0,928,svchost.exe,0xac8190ff9260,0x590,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fe6560,0x594,Event,0x1f0003,
0,928,svchost.exe,0xac8190ff97a0,0x598,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190ff8b60,0x59c,EtwRegistration,0x804,
0,928,svchost.exe,0xac81910139e0,0x5a0,ALPC Port,0x1f0001,LRPC-cf1c4bd087e9fb9be5
0,928,svchost.exe,0xac8190fe6f60,0x5a4,Event,0x1f0003,
0,928,svchost.exe,0xac8191013c60,0x5a8,ALPC Port,0x1f0001,LRPC-f705020134e0969d57
0,928,svchost.exe,0xac8190fe69e0,0x5ac,Event,0x1f0003,
0,928,svchost.exe,0xac8190ff96c0,0x5b0,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fe6360,0x5b4,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe64e0,0x5b8,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe6960,0x5bc,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe6660,0x5c0,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe67e0,0x5c4,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe63e0,0x5c8,Event,0x1f0003,
0,928,svchost.exe,0xac819100f9a0,0x5cc,ALPC Port,0x1f0001,LRPC-bb844ca1fc557f148b
0,928,svchost.exe,0xac8190fe6be0,0x5d0,Event,0x1f0003,
0,928,svchost.exe,0xac819100fc20,0x5d4,ALPC Port,0x1f0001,csebpub
0,928,svchost.exe,0xac8191003e30,0x5d8,TpWorkerFactory,0xf00ff,
0,928,svchost.exe,0xac8190ff8800,0x5dc,IoCompletion,0x1f0003,
0,928,svchost.exe,0xac8190ff25f0,0x5e0,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ff5770,0x5e4,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190ff36f0,0x5e8,IRTimer,0x100002,
0,928,svchost.exe,0xac8190ff5910,0x5ec,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac8190eda760,0x5f0,Timer,0x1f0003,
0,928,svchost.exe,0xac8190edb9f0,0x5f4,Timer,0x1f0003,
0,928,svchost.exe,0xac8190ff9340,0x5f8,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fe7b60,0x5fc,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe62e0,0x600,Event,0x1f0003,
0,928,svchost.exe,0xac819101a080,0x604,Thread,0x1fffff,Tid 1076 Pid 928
0,928,svchost.exe,0xac8190fe7060,0x608,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe6160,0x60c,Event,0x1f0003,
0,928,svchost.exe,0xac81910149a0,0x610,ALPC Port,0x1f0001,dabrpc
0,928,svchost.exe,0xac8190fe6de0,0x614,Event,0x1f0003,
0,928,svchost.exe,0xac8190ff43f0,0x618,WaitCompletionPacket,0x1,
0,928,svchost.exe,0xac81918c96a0,0x620,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190e52100,0x628,Process,0x101000,svchost.exe Pid 768
0,928,svchost.exe,0xac8190ff2930,0x62c,EtwConsumer,0x400,
0,928,svchost.exe,0xac8190fd0c40,0x630,File,0x120089,\Device\DeviceApi\CMNotify
0,928,svchost.exe,0xac8190fe9c60,0x634,Event,0x1f0003,
0,928,svchost.exe,0xd40ca863d070,0x638,Key,0x20019,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\IDS
0,928,svchost.exe,0xac8190fd0790,0x63c,File,0x120089,\Device\DeviceApi\CMNotify
0,928,svchost.exe,0xd40ca863e070,0x640,Key,0xf003f,A\{7EDDCD03-E4AD-41BD-816A-0585019E3998}
0,928,svchost.exe,0xac819279ad70,0x644,EtwRegistration,0x804,
0,928,svchost.exe,0xac8190fe9960,0x648,Event,0x1f0003,
0,928,svchost.exe,0xac8190fd1a50,0x64c,File,0x120089,\Device\DeviceApi\CMNotify
0,928,svchost.exe,0xac8190fe9260,0x650,Event,0x1f0003,
0,928,svchost.exe,0xac8191027530,0x654,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190fe9de0,0x658,Event,0x1f0003,
0,928,svchost.exe,0xac8191028060,0x65c,Job,0x1f003f,
0,928,svchost.exe,0xac81910272d0,0x660,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac81910286f0,0x664,Job,0x1f003f,
0,928,svchost.exe,0xac8190fe91e0,0x668,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe9ce0,0x66c,Event,0x1f0003,
0,928,svchost.exe,0xac8190fe92e0,0x670,Event,0x1f0003,
0,928,svchost.exe,0xac818d4976c0,0x674,Partition,0x1,MemoryPartition0
0,928,svchost.exe,0xac8190fe9360,0x678,Event,0x1f0003,
0,928,svchost.exe,0xac818d49cea0,0x67c,Event,0x100001,HighCommitCondition
0,928,svchost.exe,0xac8191029080,0x680,Thread,0x1fffff,Tid 1120 Pid 928
0,928,svchost.exe,0xac8190fe9fe0,0x684,Event,0x1f0003,
0,928,svchost.exe,0xac8190fea7e0,0x688,Event,0x1f0003,
0,928,svchost.exe,0xac8191022980,0x68c,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8190fe97e0,0x690,Event,0x1f0003,
0,928,svchost.exe,0xac8191011be0,0x694,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8191035970,0x698,Job,0x1f003f,
0,928,svchost.exe,0xac8190fea960,0x69c,Event,0x1f0003,
0,928,svchost.exe,0xac8191033060,0x6a0,Job,0x1f003f,
0,928,svchost.exe,0xac8190fecfe0,0x6a4,Event,0x1f0003,
0,928,svchost.exe,0xac8190fecde0,0x6a8,Event,0x1f0003,
0,928,svchost.exe,0xac8191059060,0x6ac,Job,0x1f003f,
0,928,svchost.exe,0xac81910596f0,0x6b0,Job,0x1f003f,
0,928,svchost.exe,0xac819105d970,0x6b4,Job,0x1f003f,
0,928,svchost.exe,0xac819105e970,0x6b8,Job,0x1f003f,
0,928,svchost.exe,0xac819105b060,0x6bc,Job,0x1f003f,
0,928,svchost.exe,0xac819105b6f0,0x6c0,Job,0x1f003f,
0,928,svchost.exe,0xac8190fec960,0x6c4,Event,0x1f0003,
0,928,svchost.exe,0xac8190fec460,0x6c8,Event,0x1f0003,
0,928,svchost.exe,0xac819105f060,0x6cc,Job,0x1f003f,
0,928,svchost.exe,0xac819105f6f0,0x6d0,Job,0x1f003f,
0,928,svchost.exe,0xac8190fec2e0,0x6d4,Event,0x1f0003,
0,928,svchost.exe,0xac8190fed060,0x6d8,Event,0x1f0003,
0,928,svchost.exe,0xac8190fec9e0,0x6dc,Event,0x1f0003,
0,928,svchost.exe,0xac8190fec4e0,0x6e0,Event,0x1f0003,
0,928,svchost.exe,0xac819272d980,0x6e4,Job,0x1f003f,
0,928,svchost.exe,0xac8190ff02e0,0x6e8,Event,0x1f0003,
0,928,svchost.exe,0xac8191081970,0x6ec,Job,0x1f003f,
0,928,svchost.exe,0xac8191085970,0x6f0,Job,0x1f003f,
0,928,svchost.exe,0xac819107bde0,0x6f4,ALPC Port,0x1f0001,
0,928,svchost.exe,0xac8191e48ce0,0x6f8,Event,0x1f0003,
0,928,svchost.exe,0xac81910abd60,0x6fc,Event,0x1f0003,
0,928,svchost.exe,0xac81910aabe0,0x700,Event,0x1f0003,
0,928,svchost.exe,0xac81910442e0,0x704,File,0x120089,\Device\DeviceApi\CMNotify
0,928,svchost.exe,0xac8191045a50,0x708,File,0x120089,\Device\DeviceApi\CMNotify
0,928,svchost.exe,0xac81910cd970,0x70c,Job,0x1f003f,
0,928,svchost.exe,0xac81910d1970,0x710,Job,0x1f003f,
0,928,svchost.exe,0xac81910482f0,0x714,File,0x120089,\Device\DeviceApi\CMNotify
0,928,svchost.exe,0xac81912909e0,0x718,Event,0x1f0003,
